gg/mm/aaaa;Max [°C];Min [°C]
04/08/14;29.7;19
05/08/14;29.9;18.2
06/08/14;30;16.8
07/08/14;31.4;16.6
08/08/14;32.1;18.1
09/08/14;30.8;18.5
10/08/14;32.5;20
11/08/14;31.7;18.7
12/08/14;31.7;21.6
13/08/14;31.1;21.4
14/08/14;25.8;18.5
15/08/14;26.3;18.2
16/08/14;25.4;15.7
17/08/14;28;13.4
18/08/14;27.4;12.5
19/08/14;28.6;16.4
20/08/14;29.5;17.9
21/08/14;27.4;16.7
22/08/14;27;13.1
23/08/14;23.9;18
24/08/14;27;17.3
25/08/14;27;15.3
26/08/14;29;17.1
27/08/14;28.9;19.9
28/08/14;29.4;17.6
29/08/14;32;19.4
30/08/14;30.8;17.5
31/08/14;30.1;17.7
01/09/14;22.1;15.6
02/09/14;24.6;14.8
03/09/14;21.6;17.6
04/09/14;24.7;16
05/09/14;25.9;18.4
06/09/14;28;18.3
07/09/14;28.9;16.2
08/09/14;29.5;18.2
09/09/14;28.7;18.8
10/09/14;22.4;17.3
11/09/14;24.9;16
12/09/14;22.9;14.8
13/09/14;26.1;11.6
14/09/14;27;13.7
15/09/14;25.8;13.4
16/09/14;27.7;16.3
17/09/14;27.5;14.2
18/09/14;27.5;17.2
19/09/14;26.3;17.9
20/09/14;29.7;19.8
21/09/14;27.3;19.4
22/09/14;26.9;17.9
23/09/14;24.1;14
24/09/14;21.1;9
25/09/14;24.2;13.2
26/09/14;24.8;11.9
27/09/14;28.1;11.6
28/09/14;27.4;12.4
29/09/14;26.7;11.6
30/09/14;26;13
01/10/14;21.8;17
02/10/14;23.5;16.8
03/10/14;24.3;15.9
04/10/14;23.9;16.3
05/10/14;23.8;11.6
06/10/14;24.9;11.7
07/10/14;24.1;10.8
08/10/14;26.3;16.2
09/10/14;26.5;17.4
10/10/14;27.5;19
11/10/14;27.7;16.3
12/10/14;27.3;15
13/10/14;26.4;17.3
14/10/14;23.6;16.1
15/10/14;23.8;17.3
16/10/14;22.7;17.8
17/10/14;25;18.5
18/10/14;25.5;17
19/10/14;26.3;14.7
20/10/14;22;14.8
21/10/14;22.5;17.6
22/10/14;20.5;10.1
23/10/14;20.6;4.9
24/10/14;22.6;10.4
25/10/14;19;7.5
26/10/14;17.3;11.7
27/10/14;16.4;11.5
28/10/14;16;10
29/10/14;19;7.1
30/10/14;19.9;5
31/10/14;20.1;4.4
01/11/14;21.9;5.3
02/11/14;19.4;5.1
03/11/14;18.9;9
04/11/14;22.6;13.7
05/11/14;17.6;15.5
06/11/14;15.6;13.4
07/11/14;18.1;12.5
08/11/14;19.2;12.6
09/11/14;20.1;11
10/11/14;16.9;14
11/11/14;20.4;13.7
12/11/14;16.3;12.9
13/11/14;18.6;13.3
14/11/14;17.7;11.1
15/11/14;16.1;10.8
16/11/14;15.9;10.2
17/11/14;11.9;8.7
18/11/14;15.7;8.9
19/11/14;17;7.4
20/11/14;15.5;5.2
21/11/14;11.7;5
22/11/14;13.8;10.4
23/11/14;19.5;10.5
24/11/14;15.4;8.7
25/11/14;15.5;11.1
26/11/14;16;12.3
27/11/14;18.2;11.6
28/11/14;16.9;11.7
29/11/14;17.8;9.8
30/11/14;18.3;13.1
01/12/14;18.6;13.7
02/12/14;17.7;10.3
03/12/14;14.6;10.3
04/12/14;13.8;9.5
05/12/14;12.9;9.7
06/12/14;15.6;9
07/12/14;11.2;9.3
08/12/14;14.3;5
09/12/14;11.8;3.9
10/12/14;12.1;3.4
11/12/14;12.9;1.3
12/12/14;11;0
13/12/14;13.3;7.2
14/12/14;13.5;8.8
15/12/14;13.9;9.3
16/12/14;12.3;10.3
17/12/14;13;8.5
18/12/14;14.7;5.8
19/12/14;14.4;7.6
20/12/14;16.6;10.3
21/12/14;17.2;4.5
22/12/14;11.1;2.3
23/12/14;13;8.2
24/12/14;13.3;10.8
25/12/14;14.1;10.2
26/12/14;11.8;1
27/12/14;6.9;-1
28/12/14;7.3;2.2
29/12/14;7.5;-1.4
30/12/14;4.9;-1.7
31/12/14;2.3;-0.6
01/01/15;7.8;1.2
02/01/15;12.7;0.3
03/01/15;8.8;4
04/01/15;15.2;8.8
05/01/15;12.7;2.3
06/01/15;12.7;-0.4
07/01/15;10.9;3.9
08/01/15;14.2;5.5
09/01/15;12;8.4
10/01/15;12.8;11.1
11/01/15;12.7;7.8
12/01/15;14.6;2.7
13/01/15;14.9;1.8
14/01/15;13.2;7.2
15/01/15;16.4;8.7
16/01/15;12.8;9.5
17/01/15;13.9;8.1
18/01/15;13.2;2.9
19/01/15;10.7;-0.3
20/01/15;11.8;2.9
21/01/15;12.7;7.1
22/01/15;11.8;8.6
23/01/15;11.6;8.6
24/01/15;13.8;7.8
25/01/15;10.2;5.5
26/01/15;9.7;1.9
27/01/15;9.1;-1.8
28/01/15;10.6;-1.9
29/01/15;8.2;-1.6
30/01/15;10;0.7
31/01/15;8;-0.4
01/02/15;8.6;1.8
02/02/15;10.6;-0.2
03/02/15;7.8;2
04/02/15;10.1;5.9
05/02/15;7.7;4.3
06/02/15;6.2;2.5
07/02/15;7.8;3.8
08/02/15;10;-1.2
09/02/15;9.9;-0.3
10/02/15;13.6;-1.3
11/02/15;17.3;0.8
12/02/15;16.7;1.6
13/02/15;13.6;1.2
14/02/15;13.5;6.3
15/02/15;10.5;7.8
16/02/15;13;8.3
17/02/15;14.3;8
18/02/15;11.8;6.1
19/02/15;14.5;1.4
20/02/15;13.3;-0.9
21/02/15;10.6;6.2
22/02/15;11.3;7.1
23/02/15;16;8.6
24/02/15;12.5;6.5
25/02/15;11.9;7.2
26/02/15;12;8.6
27/02/15;15;4.5
28/02/15;16.7;2.6
01/03/15;14.3;2.4
02/03/15;14.1;8.3
03/03/15;19;9.2
04/03/15;11.9;7.9
05/03/15;10;5.2
06/03/15;11.6;6.6
07/03/15;12.3;4.6
08/03/15;12.3;5.7
09/03/15;13;5.4
10/03/15;17;1.4
11/03/15;13.9;3.3
12/03/15;13.6;4.9
13/03/15;16.2;0.9
14/03/15;14.8;3.1
15/03/15;14;5.7
16/03/15;11.5;8.1
17/03/15;15.2;9.4
18/03/15;17.8;9.4
19/03/15;19.9;4
20/03/15;20.2;5.4
21/03/15;16.3;5.8
22/03/15;15.9;8.4
23/03/15;17.7;11
24/03/15;17.7;9.3
25/03/15;14.7;11.1
26/03/15;16.6;9.7
27/03/15;13.7;8.2
28/03/15;19;8
29/03/15;20;4.5
30/03/15;17.1;9.2
31/03/15;20.2;10.2
01/04/15;22.1;10.4
02/04/15;20.4;5.5
03/04/15;19.6;5.7
04/04/15;14.1;7.5
05/04/15;10.5;7.4
06/04/15;12.4;4.2
07/04/15;13.3;3.6
08/04/15;18.3;0.2
09/04/15;22.5;4.1
10/04/15;21.7;5.9
11/04/15;18.6;6.9
12/04/15;23.7;7.1
13/04/15;24.1;7.9
14/04/15;22.6;10
15/04/15;24.7;9.1
16/04/15;24;8.3
17/04/15;19.4;13.2
18/04/15;19.7;10.6
19/04/15;15.6;10.4
20/04/15;22.9;9
21/04/15;25;5.8
22/04/15;25;7.4
23/04/15;22.6;8.8
24/04/15;22.6;9.2
25/04/15;22.2;9.2
26/04/15;22.1;13.6
27/04/15;17.9;11.3
28/04/15;17.7;10.4
29/04/15;22.7;11.6
30/04/15;19.6;11.1
01/05/15;20.1;10.4
02/05/15;21.7;13.6
03/05/15;22.5;14.5
04/05/15;28.1;14.6
05/05/15;29.8;15.3
06/05/15;25.2;14.9
07/05/15;26.5;13.3
08/05/15;24.6;11.4
09/05/15;27.4;11.2
10/05/15;27.7;13.7
11/05/15;29.6;12.4
12/05/15;29.5;12.9
13/05/15;25.3;13.8
14/05/15;26.2;14.2
15/05/15;22.7;12.8
16/05/15;20.9;10.4
17/05/15;26.7;17.9
18/05/15;30.5;13.9
19/05/15;26.4;15.5
20/05/15;21.6;12
21/05/15;19.4;12.2
22/05/15;15.6;11.1
23/05/15;17;11.5
24/05/15;20.8;12.2
25/05/15;24.9;9.9
26/05/15;23.4;13.3
27/05/15;21.3;13.7
28/05/15;24.9;10.8
29/05/15;26.3;10.9
30/05/15;25.4;12.2
31/05/15;27.4;12
01/06/15;29;12.7
02/06/15;29.4;13.6
03/06/15;31;14.6
04/06/15;32.5;16.4
05/06/15;32.5;18.4
06/06/15;34.4;18
07/06/15;32.8;18.8
08/06/15;31.9;19.3
09/06/15;29.1;17.9
10/06/15;31.5;17.3
11/06/15;32.6;16.7
12/06/15;29.5;18.1
13/06/15;31.6;17.6
14/06/15;26;17.2
15/06/15;25.8;18
16/06/15;27.4;16.7
17/06/15;24.3;17.7
18/06/15;27.8;15.6
19/06/15;27.4;15.8
20/06/15;28.7;18
21/06/15;28.1;14.7
22/06/15;29.3;14.7
23/06/15;30.1;19.1
24/06/15;24.8;14.1
25/06/15;28.4;14.9
26/06/15;31;15.8
27/06/15;30.8;16.5
28/06/15;32.5;17
29/06/15;32.3;19.7
30/06/15;32.5;19.7
01/07/15;35.2;20
02/07/15;35.1;21.1
03/07/15;35.6;21.6
04/07/15;36.6;21.3
05/07/15;37.1;22.5
06/07/15;35.9;22.3
07/07/15;36.6;21.2
08/07/15;34.4;22.8
09/07/15;30.1;22.6
10/07/15;31.2;22.9
11/07/15;34.4;19.3
12/07/15;35;20.3
13/07/15;33.4;20.5
14/07/15;36.4;20.6
15/07/15;37.7;21.3
16/07/15;37.9;22.1
17/07/15;37.2;21.4
18/07/15;37.2;21.9
19/07/15;36.4;20.3
20/07/15;36.6;21.1
21/07/15;38.4;21.5
22/07/15;38.8;20.1
23/07/15;36.9;19.5
24/07/15;36.2;21.9
25/07/15;29.4;21.1
26/07/15;33.7;20
27/07/15;31.2;21.9
28/07/15;31;19.8
29/07/15;31.3;19.6
30/07/15;33.5;22.1
31/07/15;31.1;20.1
01/08/15;32.6;19.9
02/08/15;32;18.6
03/08/15;33.8;19.7
04/08/15;35;20.2
05/08/15;35.3;20.6
06/08/15;35.9;20.5
07/08/15;36.2;21.8
08/08/15;37.2;22.4
09/08/15;37.4;22.3
10/08/15;26;19
11/08/15;31.9;18.8
12/08/15;34.3;19.9
13/08/15;36.7;19.4
14/08/15;33;20.4
15/08/15;30.3;20
16/08/15;27.2;18.7
17/08/15;27.8;16.9
18/08/15;29.3;16.6
19/08/15;27.7;16.4
20/08/15;29.3;14.9
21/08/15;28.4;16.9
22/08/15;29.6;17
23/08/15;30.1;17
24/08/15;26;18.3
25/08/15;28.6;17.7
26/08/15;31.7;15
27/08/15;32.5;17.2
28/08/15;33.1;17.6
29/08/15;35.3;17.8
30/08/15;34.1;19.5
31/08/15;34.5;18.2
01/09/15;32.3;17.2
02/09/15;31;17.9
03/09/15;29.2;17
04/09/15;29.5;19.3
05/09/15;26.8;16.3
06/09/15;27.8;14.5
07/09/15;27.9;13.3
08/09/15;26.3;15.2
09/09/15;25;12.3
10/09/15;25.6;14.6
11/09/15;27.8;13.6
12/09/15;27.9;13.2
13/09/15;22.1;15.4
14/09/15;27.6;20.4
15/09/15;26.8;19.8
16/09/15;30.3;19.7
17/09/15;32.1;23
18/09/15;28.7;16.8
19/09/15;25.2;14
20/09/15;25.7;13.3
21/09/15;26.9;13.6
22/09/15;25.2;12.4
23/09/15;21.1;14.4
24/09/15;18.5;13.2
25/09/15;21.8;15.2
26/09/15;24.1;12.9
27/09/15;23.1;14.2
28/09/15;19.9;16.2
29/09/15;19.3;14.6
30/09/15;19.3;14.3
01/10/15;16.2;13.6
02/10/15;23.3;16.2
03/10/15;23.6;14.5
04/10/15;22.5;15.1
05/10/15;25.8;17.5
06/10/15;24.1;17.5
07/10/15;24.1;16
08/10/15;23.3;14.1
09/10/15;23.1;11.7
10/10/15;18.2;14.7
11/10/15;22.5;12.1
12/10/15;21;10.8
13/10/15;19;15.6
14/10/15;19.9;15.5
15/10/15;16.2;11.9
16/10/15;17;8.8
17/10/15;17.5;9.5
18/10/15;18.2;9.5
19/10/15;19.6;12.5
20/10/15;18.3;11.4
21/10/15;15.9;12
22/10/15;16;10.8
23/10/15;18.9;11.8
24/10/15;23;9.8
25/10/15;20.2;7.8
26/10/15;20.9;8.6
27/10/15;17.9;7.6
28/10/15;18.2;13
29/10/15;18.4;12
30/10/15;19.4;13.1
31/10/15;17.8;13.6
01/11/15;17.2;12.2
02/11/15;18.1;10.4
03/11/15;20.7;6.8
04/11/15;21.1;13.2
05/11/15;21;13.1
06/11/15;20.6;11.7
07/11/15;20.7;10.3
08/11/15;20.4;7.1
09/11/15;17.9;11.6
10/11/15;19.2;10.3
11/11/15;15.8;12.1
12/11/15;18.9;8
13/11/15;14.8;7.3
14/11/15;19.2;11.9
15/11/15;16;12.2
16/11/15;17.8;10.6
17/11/15;15.8;10.9
18/11/15;17.1;13.4
19/11/15;16.7;12.4
20/11/15;17.5;13
21/11/15;16.6;6
22/11/15;11.6;4.3
23/11/15;9.4;3.7
24/11/15;10.1;3.4
25/11/15;9.7;-0.3
26/11/15;9.7;4.4
27/11/15;10.9;3.8
28/11/15;10;0
29/11/15;14;3
30/11/15;13.4;3.4
01/12/15;14.6;10.3
02/12/15;15.7;10
03/12/15;11.9;7.8
04/12/15;11.6;5
05/12/15;14.6;6.7
06/12/15;10.7;3
07/12/15;12.2;2.6
08/12/15;12.4;6.2
09/12/15;14;5.3
10/12/15;15.4;4.5
11/12/15;13.7;0.3
12/12/15;12.9;6.3
13/12/15;11.5;9.7
14/12/15;12.5;4.4
15/12/15;8.7;3
16/12/15;13.3;5.5
17/12/15;14;2.5
18/12/15;9.7;3.7
19/12/15;14.7;6
20/12/15;9.4;3.7
21/12/15;11.5;4
22/12/15;10.5;7.8
23/12/15;13.7;9.7
24/12/15;14;9.7
25/12/15;15.2;6.3
26/12/15;8.4;4.4
27/12/15;7.7;2.9
28/12/15;7.2;1.7
29/12/15;13.8;4.1
30/12/15;12.4;2.3
31/12/15;9.1;1.3
01/01/16;11.4;0.6
02/01/16;9.4;4.5
03/01/16;9.8;4.7
04/01/16;9.9;4.5
05/01/16;11.2;5.5
06/01/16;8.3;5.7
07/01/16;8.7;4.2
08/01/16;10.4;7.5
09/01/16;16;8.5
10/01/16;16.3;11.1
11/01/16;16.2;10.8
12/01/16;13.5;10.5
13/01/16;14.4;5
14/01/16;7.4;3.6
15/01/16;11.7;0.5
16/01/16;9.2;-0.1
17/01/16;8.6;-0.9
18/01/16;7.8;-1.6
19/01/16;8.5;-3.3
20/01/16;6;-3.3
21/01/16;11.3;-0.7
22/01/16;10.8;-1.4
23/01/16;6;-0.5
24/01/16;12;-1.7
25/01/16;10.2;2.8
26/01/16;13.4;6.4
27/01/16;12.8;10.5
28/01/16;12.5;10.4
29/01/16;14.8;10.2
30/01/16;15.5;10.1
31/01/16;12.7;10.8
01/02/16;17.9;8.5
02/02/16;13.8;7.6
03/02/16;13.5;5.9
04/02/16;14;3
05/02/16;14.6;0.6
06/02/16;13.6;2
07/02/16;12.9;9.5
08/02/16;14.4;9.8
09/02/16;15.4;11.1
10/02/16;13.5;6.7
11/02/16;13.5;2.8
12/02/16;12.1;6
13/02/16;13.2;7.9
14/02/16;14.5;9.7
15/02/16;10.9;7
16/02/16;12.7;7.6
17/02/16;8.9;5.2
18/02/16;13.1;4.7
19/02/16;13;6.5
20/02/16;13.7;2.9
21/02/16;12.7;6.2
22/02/16;16.7;5.9
23/02/16;15.4;9.4
24/02/16;16.6;10
25/02/16;14.5;8.1
26/02/16;12;7.2
27/02/16;13.8;7.6
28/02/16;13.8;9
29/02/16;12.5;6.8
01/03/16;15.2;3.8
02/03/16;16.1;4.4
03/03/16;11.5;5.3
04/03/16;13.7;2.6
05/03/16;15.2;7.9
06/03/16;13.6;5.4
07/03/16;11.2;4.3
08/03/16;9.1;4.3
09/03/16;10;4.1
10/03/16;13.4;7.1
11/03/16;13.5;8.9
12/03/16;14.2;10.3
13/03/16;11.7;9.6
14/03/16;13.4;7.6
15/03/16;15.6;6.9
16/03/16;13;8.2
17/03/16;13.2;8.2
18/03/16;19.2;8.7
19/03/16;17.8;4.5
20/03/16;16.7;7.2
21/03/16;16.1;9.9
22/03/16;17.3;12.2
23/03/16;12.8;7.7
24/03/16;16.4;7.2
25/03/16;17.1;2.3
26/03/16;19.8;5
27/03/16;18;5.9
28/03/16;16.9;10.2
29/03/16;19.8;10.2
30/03/16;21;9.5
31/03/16;22.9;9.5
01/04/16;22.4;12.2
02/04/16;23.2;12.5
03/04/16;24.2;9.7
04/04/16;24.7;11.4
05/04/16;25.7;10.9
06/04/16;27.6;10
07/04/16;26.5;9.8
08/04/16;16.9;11.1
09/04/16;16.1;8.2
10/04/16;20.5;8.7
11/04/16;21.9;8
12/04/16;22.9;8.5
13/04/16;22.3;10.4
14/04/16;20.8;10.5
15/04/16;23.1;7.8
16/04/16;23.9;8.7
17/04/16;22.5;13
18/04/16;21.8;10.9
19/04/16;20.7;10.1
20/04/16;23.2;8
21/04/16;24.5;8.4
22/04/16;21.4;11.8
23/04/16;14.4;11.9
24/04/16;16.4;8.9
25/04/16;16.4;6.9
26/04/16;15.6;5.6
27/04/16;17.4;9.7
28/04/16;17.7;8.7
29/04/16;21.3;7.1
30/04/16;22.1;7.7
01/05/16;19.1;9.9
02/05/16;16.8;11.3
03/05/16;22.8;11.2
04/05/16;23.6;10.6
05/05/16;20.2;13
06/05/16;24.2;9.6
07/05/16;24.1;9.8
08/05/16;22.4;13.5
09/05/16;24.2;14
10/05/16;24.9;15.2
11/05/16;19.6;15.5
12/05/16;20;14.2
13/05/16;20;13.8
14/05/16;22.8;13
15/05/16;22.2;13
16/05/16;20.5;10.2
17/05/16;21.8;10.4
18/05/16;23;9.4
19/05/16;21.1;11.6
20/05/16;22.2;11.5
21/05/16;26.9;10
22/05/16;27.9;11.2
23/05/16;18.8;13
24/05/16;21.5;10.2
25/05/16;23.3;11.9
26/05/16;26.6;11
27/05/16;29.9;14.2
28/05/16;30.2;14.8
29/05/16;21.9;16.3
30/05/16;23.5;14.4
31/05/16;22.7;11.9
01/06/16;21.9;13.6
02/06/16;18.7;14.5
03/06/16;22.4;15.1
04/06/16;22.9;16.1
05/06/16;25.5;15.4
06/06/16;26.5;13.7
07/06/16;28.9;14.7
08/06/16;27;16.1
09/06/16;22.4;16.4
10/06/16;25.9;17.3
11/06/16;26.5;17.3
12/06/16;24.9;17.4
13/06/16;25.7;16.4
14/06/16;23.8;16.9
15/06/16;25.6;15.4
16/06/16;30.1;15.6
17/06/16;25;15.1
18/06/16;25.9;12.5
19/06/16;23.6;15.3
20/06/16;24.4;13.6
21/06/16;29.2;14.3
22/06/16;30.4;15.2
23/06/16;32.2;18.9
24/06/16;34.9;19.6
25/06/16;32.2;21.2
26/06/16;32.4;18.8
27/06/16;29.1;17
28/06/16;31.5;17.2
29/06/16;31.5;17.5
30/06/16;31.2;18.9
01/07/16;32.5;17.9
02/07/16;31.6;18.9
03/07/16;31.5;19.5
04/07/16;31.4;16.3
05/07/16;34.6;20.6
06/07/16;33.7;21.2
07/07/16;35.6;20.3
08/07/16;33.5;19.6
09/07/16;33.6;19.9
10/07/16;35.8;20.3
11/07/16;35.8;19.9
12/07/16;34.7;21
13/07/16;30.3;19.8
14/07/16;28.2;17.7
15/07/16;22.4;14.9
16/07/16;28.5;13.8
17/07/16;29.8;15.1
18/07/16;31.9;16
19/07/16;34;16.6
20/07/16;34.5;18.3
21/07/16;33.1;17
22/07/16;34.9;17.1
23/07/16;31.7;21
24/07/16;32.8;21.6
25/07/16;33.5;20.1
26/07/16;33.7;18.5
27/07/16;35.3;19.8
28/07/16;34;20.6
29/07/16;33.5;19
30/07/16;32.4;19
31/07/16;33.7;19.5
01/08/16;31.7;20.4
02/08/16;32.5;20.1
03/08/16;34.4;19.7
04/08/16;34.6;20.3
05/08/16;29;17.7
06/08/16;27.6;17.9
07/08/16;28.6;19
08/08/16;30.9;19.8
09/08/16;33.4;16.2
10/08/16;31;17.4
11/08/16;26;17.6
12/08/16;27.5;14.6
13/08/16;30.7;14.3
